id,list,name,country
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Azerbaijan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,India
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Iran (Islamic Republic of)
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Iraq
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Kazakhstan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Kyrgyzstan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Uzbekistan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Pakistan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Tajikistan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Türkiye
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Turkmenistan
02097,RL,Nawrouz Novruz Nowrouz Nowrouz Nawrouz Nauryz Nooruz Nowruz Navruz Nevruz Nowruz Navruz,Mongolia
02140,RL,Ngondo worship of water oracles and associated cultural traditions among the Sawa,Cameroon
01875,RL,Performing arts among the Twāyef of Ghbonten,Tunisia
02137,RL,Pilgrimage to Watt Town,Jamaica
02134,RL,Pysanka Ukrainian tradition and art of decorating eggs,Ukraine
02134,RL,Pysanka Ukrainian tradition and art of decorating eggs,Estonia
02155,RL,Qiang New Year festival,China
02119,RL,Semsemiah: instrument crafting and playing,Egypt
02119,RL,Semsemiah: instrument crafting and playing,Saudi Arabia
01872,RL,Sevdalinka traditional urban folk song,Bosnia and Herzegovina
02138,RL,Shakespeare Mas' a traditional component of Carriacou's annual carnival,Grenada
02105,RL,Skills of Parisian zinc roofers and ornamentalists,France
02086,RL,Skills related to Attiéké production in Côte d’Ivoire,Côte d'Ivoire
02126,RL,Spring festival social practices of the Chinese people in celebration of traditional new year,China
02109,RL,Summer farming at fäbod and seter: knowledge traditions and practices related to the grazing of outlying lands and artisan food production,Sweden
02109,RL,Summer farming at fäbod and seter: knowledge traditions and practices related to the grazing of outlying lands and artisan food production,Norway
02120,RL,Tandir craftsmanship and bread baking in Azerbaijan,Azerbaijan
01991,RL,Technique of making the giant kites of Santiago Sacatepéquez and Sumpango Guatemala,Guatemala
01692,RL,The Epic of Samba Gueladio,Mauritania
02139,RL,The women’s ceremonial costume in the Eastern region of Algeria: knowledge and skills associated with the making and adornment of the Gandoura the Melehfa the Caftan the Quat and the Lhef,Algeria
01879,RL,Tomyum Kung,Thailand
02112,RL,Tradition of Nabulsi soap making in Palestine,State of Palestine
02114,RL,Traditional bagpipe (Gayda/Tulum) making and performing,North Macedonia
02114,RL,Traditional bagpipe (Gayda/Tulum) making and performing,Türkiye
02084,RL,Traditional costumes in Norway craftsmanship and social practice,Norway
02156,RL,Traditional design and practices for building Chinese wooden arch bridges,China
02118,RL,Traditional knowledge and practices for the making and consumption of cassava bread,Cuba
02118,RL,Traditional knowledge and practices for the making and consumption of cassava bread,Dominican Republic
02118,RL,Traditional knowledge and practices for the making and consumption of cassava bread,Haiti
02118,RL,Traditional knowledge and practices for the making and consumption of cassava bread,Honduras
02118,RL,Traditional knowledge and practices for the making and consumption of cassava bread,Venezuela (Bolivarian Republic of)
01977,RL,Traditional knowledge and skills of sake-making with koji mold in Japan,Japan
02153,RL,Traditional Li textile techniques: spinning dyeing weaving and embroidering,China
02102,RL,Traditional ways of making Artisan Minas Cheese in Minas Gerais,Brazil
01954,RL,Vytsinanka traditional art of paper cutting in Belarus,Belarus
02087,RL,Xeer Ciise: Oral customary laws of Somali-Issa communities in Ethiopia Djibouti and Somalia,Ethiopia
02087,RL,Xeer Ciise: Oral customary laws of Somali-Issa communities in Ethiopia Djibouti and Somalia,Djibouti
02087,RL,Xeer Ciise: Oral customary laws of Somali-Issa communities in Ethiopia Djibouti and Somalia,Somalia
02080,BSP,Oman Youth Sail Training Ship (Safinat Shabab Oman) programme for peace and sustainable cultural dialogue,Oman
02136,BSP,Safeguarding programme of kobza and wheel lyre tradition,Ukraine
02107,BSP,School of Crafts ÚĽUV,Slovakia
01992,USL,Ancestral and traditional techniques for the elaboration of the 'Poncho Para'i de 60 Listas' from the city of Piribebuy Republic of Paraguay,Paraguay
01996,USL,Ingoma Ya Mapiko,Mozambique
01610,USL,Mek Mulung,Malaysia
01983,USL,Traditional knowledge methods and practices concerning olive cultivation,Türkiye
01956,USL,Traditional Syrian glassblowing,Syrian Arab Republic
02001,USL,Xeedho,Djibouti
01564,RL,Aklan piña handloom weaving,Philippines
02000,RL,Al-Man’ouché an emblematic culinary practice in Lebanon,Lebanon
01966,RL,Alpine pasture season,Switzerland
01978,RL,Art of Akhal-Teke horse breeding and traditions of horses' decoration,Turkmenistan
01981,RL,Art of illumination: Təzhib/Tazhib/Zarhalkori/Tezhip/Naqqoshlik,Azerbaijan
01981,RL,Art of illumination: Təzhib/Tazhib/Zarhalkori/Tezhip/Naqqoshlik,Iran (Islamic Republic of)
01981,RL,Art of illumination: Təzhib/Tazhib/Zarhalkori/Tezhip/Naqqoshlik,Tajikistan
01981,RL,Art of illumination: Təzhib/Tazhib/Zarhalkori/Tezhip/Naqqoshlik,Türkiye
01981,RL,Art of illumination: Təzhib/Tazhib/Zarhalkori/Tezhip/Naqqoshlik,Uzbekistan
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Iraq
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Algeria
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Egypt
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Mauritania
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Morocco
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),State of Palestine
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Saudi Arabia
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Sudan
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Tunisia
01951,RL,Arts skills and practices associated with engraving on metals (gold silver and copper),Yemen
01990,RL,Bolero: identity emotion and poetry turned into song,Cuba
01990,RL,Bolero: identity emotion and poetry turned into song,Mexico
01989,RL,Ceramic arts in Uzbekistan,Uzbekistan
01958,RL,Ch'utillos the Festival of San Bartolomé and San Ignacio de Loyola the meeting of cultures in Potosí,Bolivia (Plurinational State of)
01704,RL,Craftsmanship and performing art of balaban/mey,Azerbaijan
01704,RL,Craftsmanship and performing art of balaban/mey,Türkiye
01874,RL,Craftsmanship of mother of pearl inlay,Azerbaijan
01874,RL,Craftsmanship of mother of pearl inlay,Türkiye
01998,RL,Dabkeh traditional dance in Palestine,State of Palestine
01985,RL,Elechek Kyrgyz female headwear: traditional knowledge and rituals,Kyrgyzstan
01962,RL,Garba of Gujarat,India
01744,RL,Harees dish: know-how skills and practices,United Arab Emirates
01744,RL,Harees dish: know-how skills and practices,Oman
01744,RL,Harees dish: know-how skills and practices,Saudi Arabia
01740,RL,Hiragasy a performing art of the Central Highlands of Madagascar,Madagascar
01984,RL,Iftar/Eftari/Iftar/Iftor and its socio-cultural traditions,Azerbaijan
01984,RL,Iftar/Eftari/Iftar/Iftor and its socio-cultural traditions,Iran (Islamic Republic of)
01984,RL,Iftar/Eftari/Iftar/Iftor and its socio-cultural traditions,Türkiye
01984,RL,Iftar/Eftari/Iftar/Iftor and its socio-cultural traditions,Uzbekistan
01972,RL,Jamu wellness culture,Indonesia
01988,RL,Junkanoo,Bahamas
01961,RL,Knowledge craft and skills of handmade glass production,Czechia
01961,RL,Knowledge craft and skills of handmade glass production,Finland
01961,RL,Knowledge craft and skills of handmade glass production,France
01961,RL,Knowledge craft and skills of handmade glass production,Germany
01961,RL,Knowledge craft and skills of handmade glass production,Hungary
01961,RL,Knowledge craft and skills of handmade glass production,Spain
01960,RL,Mahadra a community system for transmission of traditional knowledge and oral expressions,Mauritania
01592,RL,Malhun a popular poetic and musical art,Morocco
01871,RL,Maltese Village Festa an annual community celebration,Malta
01968,RL,Midwifery: knowledge skills and practices,Colombia
01968,RL,Midwifery: knowledge skills and practices,Cyprus
01968,RL,Midwifery: knowledge skills and practices,Germany
01968,RL,Midwifery: knowledge skills and practices,Kyrgyzstan
01968,RL,Midwifery: knowledge skills and practices,Luxembourg
01968,RL,Midwifery: knowledge skills and practices,Nigeria
01968,RL,Midwifery: knowledge skills and practices,Slovenia
01968,RL,Midwifery: knowledge skills and practices,Togo
01955,RL,Nguon rituals of governance and associated expressions in the Bamoun community,Cameroon
01982,RL,Polonaise traditional Polish dance,Poland
01952,RL,Practices and meanings associated with the preparation and consumption of ceviche an expression of Peruvian traditional cuisine,Peru
01896,RL,Procession and celebrations of Prophet Mohammed's birthday in Sudan,Sudan
01589,RL,Rickshaws and rickshaw painting in Dhaka,Bangladesh
01870,RL,Rotterdam Summer Carnival,Netherlands (Kingdom of the)
01713,RL,Sadeh/Sada celebration,Iran (Islamic Republic of)
01713,RL,Sadeh/Sada celebration,Tajikistan
01974,RL,Sango Festival Oyo,Nigeria
01845,RL,Shuwalid festival,Ethiopia
01987,RL,Sodai straw garden making in Lithuania,Lithuania
01994,RL,Sona drawings and geometric figures on sand,Angola
01719,RL,Songkran in Thailand traditional Thai New Year festival,Thailand
01980,RL,The practice of opera singing in Italy,Italy
01967,RL,Tradition of blacksmithing in Gyumri,Armenia
01973,RL,Traditional craft of Naga motif weaving in Lao communities,Lao People's Democratic Republic
01950,RL,Traditional craft skills and arts of Al-Mudhif building,Iraq
01979,RL,Traditional irrigation: knowledge technique and organization,Austria
01979,RL,Traditional irrigation: knowledge technique and organization,Belgium
01979,RL,Traditional irrigation: knowledge technique and organization,Germany
01979,RL,Traditional irrigation: knowledge technique and organization,Italy
01979,RL,Traditional irrigation: knowledge technique and organization,Luxembourg
01979,RL,Traditional irrigation: knowledge technique and organization,Netherlands (Kingdom of the)
01979,RL,Traditional irrigation: knowledge technique and organization,Switzerland
01484,RL,Traditional knowledge and skills of production of the atlas and adras fabrics,Tajikistan
01949,RL,Traditional skills of loincloth weaving in Côte d’Ivoire,Côte d'Ivoire
01893,RL,Traditional wooden boatbuilding in Carriacou and Petite Martinique,Grenada
01964,RL,Transhumance the seasonal droving of livestock,Albania
01964,RL,Transhumance the seasonal droving of livestock,Andorra
01964,RL,Transhumance the seasonal droving of livestock,Austria
01964,RL,Transhumance the seasonal droving of livestock,Croatia
01964,RL,Transhumance the seasonal droving of livestock,France
01964,RL,Transhumance the seasonal droving of livestock,Greece
01964,RL,Transhumance the seasonal droving of livestock,Italy
01964,RL,Transhumance the seasonal droving of livestock,Luxembourg
01964,RL,Transhumance the seasonal droving of livestock,Romania
01964,RL,Transhumance the seasonal droving of livestock,Spain
01888,BSP,ICH safeguarding practices program for the cultural and ecologic Sea Turtle Festival of Armila,Panama
01976,BSP,Nyckelharpa network an innovative dissemination of a music and instrument-building tradition with roots in Sweden,Sweden
01856,BSP,Program for the safeguarding of the Bandos and Parrandas of the Holy Innocents of Caucagua: nuclei of initiation and transmission of wisdoms and community councils,Venezuela (Bolivarian Republic of)
00622,BSP,Safeguarding foster care heritage in the merciful city of Geel: a community-based care model,Belgium
01574,USL,Art of pottery-making of Chăm people,Viet Nam
01852,USL,Culture of Ukrainian borscht cooking,Ukraine
01847,USL,Quinchamalí and Santa Cruz de Cuca pottery,Chile
00655,USL,Traditional Ahlat stonework,Türkiye
01880,USL,Xhubleta skills craftsmanship and forms of usage,Albania
01712,RL,Al Talli traditional embroidery skills in the United Arab Emirates,United Arab Emirates
01844,RL,Al-Khanjar craft skills and social practices,Oman
01849,RL,Al-Mansaf in Jordan a festive banquet and its social and cultural meanings,Jordan
01717,RL,Alheda'a oral traditions of calling camel flocks,Saudi Arabia
01717,RL,Alheda'a oral traditions of calling camel flocks,Oman
01717,RL,Alheda'a oral traditions of calling camel flocks,United Arab Emirates
01886,RL,Ancestral system of knowledge of the four indigenous peoples Arhuaco Kankuamo Kogui and Wiwa of the Sierra Nevada de Santa Marta,Colombia
01883,RL,Artisanal know-how and culture of baguette bread,France
01726,RL,August 15th (Dekapentavgoustos) festivities in two Highland Communities of Northern Greece: Tranos Choros (Grand Dance) in Vlasti and Syrrako Festival,Greece
01846,RL,Bear festivities in the Pyrenees,Andorra
01846,RL,Bear festivities in the Pyrenees,France
01857,RL,Beekeeping in Slovenia a way of life,Slovenia
01867,RL,Crafting and playing the Oud,Iran (Islamic Republic of)
01867,RL,Crafting and playing the Oud,Syrian Arab Republic
01685,RL,Culture of Çay (tea) a symbol of identity hospitality and social interaction,Azerbaijan
01685,RL,Culture of Çay (tea) a symbol of identity hospitality and social interaction,Türkiye
01902,RL,Date palm knowledge skills traditions and practices,United Arab Emirates
01902,RL,Date palm knowledge skills traditions and practices,Bahrain
01902,RL,Date palm knowledge skills traditions and practices,Egypt
01902,RL,Date palm knowledge skills traditions and practices,Iraq
01902,RL,Date palm knowledge skills traditions and practices,Jordan
01902,RL,Date palm knowledge skills traditions and practices,Kuwait
01902,RL,Date palm knowledge skills traditions and practices,Mauritania
01902,RL,Date palm knowledge skills traditions and practices,Morocco
01902,RL,Date palm knowledge skills traditions and practices,Oman
01902,RL,Date palm knowledge skills traditions and practices,State of Palestine
01902,RL,Date palm knowledge skills traditions and practices,Qatar
01902,RL,Date palm knowledge skills traditions and practices,Saudi Arabia
01902,RL,Date palm knowledge skills traditions and practices,Sudan
01902,RL,Date palm knowledge skills traditions and practices,Tunisia
01902,RL,Date palm knowledge skills traditions and practices,Yemen
01700,RL,Festivals related to the Journey of the Holy family in Egypt,Egypt
01891,RL,Festivity of Saint Tryphon and the Kolo (chain dance) of Saint Tryphon traditions of Croats from Boka Kotorska (Bay of Kotor) who live in the Republic of Croatia,Croatia
01701,RL,Furyu-odori ritual dances imbued with people’s hopes and prayers,Japan
01710,RL,Harissa knowledge skills and culinary and social practices,Tunisia
01854,RL,Holy Week in Guatemala,Guatemala
01730,RL,Hungarian string band tradition,Hungary
01698,RL,Kalela dance,Zambia
01863,RL,Knowledge and practices related to cultivating Khawlani coffee beans,Saudi Arabia
01724,RL,Knowledge of the light rum masters,Cuba
01868,RL,Kun Lbokator traditional martial arts in Cambodia,Cambodia
01687,RL,Lipizzan horse breeding traditions,Austria
01687,RL,Lipizzan horse breeding traditions,Bosnia and Herzegovina
01687,RL,Lipizzan horse breeding traditions,Croatia
01687,RL,Lipizzan horse breeding traditions,Hungary
01687,RL,Lipizzan horse breeding traditions,Italy
01687,RL,Lipizzan horse breeding traditions,Romania
01687,RL,Lipizzan horse breeding traditions,Slovakia
01687,RL,Lipizzan horse breeding traditions,Slovenia
01878,RL,Orteke traditional performing art in Kazakhstan: dance puppet and music,Kazakhstan
01703,RL,Pehlevanliq culture: traditional zorkhana games sports and wrestling,Azerbaijan
01695,RL,Pyongyang Raengmyon custom,Democratic People’s Republic of Korea
01894,RL,Raï popular folk song of Algeria,Algeria
01890,RL,Sericulture and traditional production of silk for weaving,Afghanistan
01890,RL,Sericulture and traditional production of silk for weaving,Azerbaijan
01890,RL,Sericulture and traditional production of silk for weaving,Iran (Islamic Republic of)
01890,RL,Sericulture and traditional production of silk for weaving,Türkiye
01890,RL,Sericulture and traditional production of silk for weaving,Tajikistan
01890,RL,Sericulture and traditional production of silk for weaving,Turkmenistan
01890,RL,Sericulture and traditional production of silk for weaving,Uzbekistan
